 2019-04-26 01:07:13.015684 31.1, 26.1, 0.0, 0.0, 65.2, 17.7, 31.1, 34.9, 2.5 
 2019-04-26 01:07:14.590683 24.7, 28.7, 0.6, 0.6, 80.5, 26.7, 27.7, 35.2, 1.9 
 2019-04-26 01:07:16.154597 31.0, 26.2, 0.0, 0.6, 78.4, 35.6, 19.6, 36.8, 1.9 
 2019-04-26 01:07:17.743033 24.8, 25.2, 0.6, 7.7, 69.1, 40.1, 12.0, 33.6, 1.9 
 2019-04-26 01:07:19.302384 21.2, 25.4, 0.0, 12.6, 80.8, 39.9, 8.6, 34.7, 5.8 
 2019-04-26 01:07:20.871008 20.9, 29.1, 10.5, 16.4, 72.9, 39.7, 0.0, 38.6, 1.9 
 2019-04-26 01:07:22.457700 12.9, 27.6, 17.9, 6.5, 69.8, 30.4, 0.0, 36.2, 14.4 
 2019-04-26 01:07:24.018824 0.0, 22.9, 11.0, 37.1, 80.0, 36.8, 1.3, 31.3, 3.2 
 2019-04-26 01:07:25.598999 3.2, 24.3, 16.8, 39.3, 82.7, 38.3, 0.0, 36.5, 2.5 
 2019-04-26 01:07:27.186956 13.0, 27.2, 0.0, 15.0, 77.3, 50.0, 0.0, 35.3, 4.2 
 2019-04-26 01:07:28.819101 15.6, 26.2, 0.6, 13.8, 76.4, 51.4, 0.0, 33.1, 3.9 
 2019-04-26 01:07:30.394396 26.8, 29.0, 0.6, 18.7, 73.5, 48.1, 0.0, 35.4, 3.2 
 2019-04-26 01:07:31.962198 27.2, 25.7, 0.6, 17.1, 57.1, 34.0, 0.0, 33.1, 1.8 
 2019-04-26 01:07:33.594824 33.1, 27.6, 0.6, 12.0, 67.9, 34.5, 0.0, 35.7, 3.1 
 2019-04-26 01:07:35.219128 30.0, 27.3, 1.9, 16.8, 76.5, 42.1, 0.0, 40.9, 1.9 
 2019-04-26 01:07:36.803250 21.4, 27.8, 0.6, 7.1, 68.2, 33.1, 0.0, 52.3, 1.3 
 2019-04-26 01:07:38.374852 3.2, 3.0, 0.0, 3.8, 10.2, 4.0, 0.6, 8.6, 1.9 
 2019-04-26 01:07:39.930006 0.0, 0.7, 0.0, 0.0, 0.6, 1.3, 0.0, 0.0, 1.3 
 2019-04-26 01:07:41.486786 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 1.9 
 
